2.12,0.67,0.67,3.46
2.12,0.67,0.67,3.46
2.12,0.67,0.67,3.46
2.12,0.67,0.67,3.46
2.12,0.67,0.67,3.46
2.12,0.67,0.67,3.46
10,8,9,27
2.39,2.12,2.91,7.42
0.57,7.59,1.75,9.91
0.54,7.56,1.72,9.82
7.59,5.38,7.29,20.259999999999998
7.5,5.33,1.08,13.91
7.49,5.64,1.03,14.159999999999998
6.33,5.39,0.83,12.549999999999999
7.28,4.68,1.04,13.0
5.69,5.45,0.98,12.120000000000001
5.47,5.37,0.67,11.51
6.75,4.51,0.67,11.93
5.76,5.72,0.67,12.15
0.67,0.67,0.67,2.0100000000000002
